辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,語形(基本形),語彙素ID
,I,ミカン,蜜柑,ミカン,名詞-普通名詞-一般,ミカン,36301
,I,」,」,,補助記号-括弧閉,,34
,I,と,と,ト,助詞-格助詞,ト,25826
,I,「,「,,補助記号-括弧開,,33
,I,バナナ,バナナ-banana,バナナ,名詞-普通名詞-一般,バナナ,30729
,I,」,」,,補助記号-括弧閉,,34
,I,),）,,補助記号-括弧閉,,49
,I,と,と,ト,助詞-格助詞,ト,25826
,I,比較,比較,ヒカク,名詞-普通名詞-サ変可能,ヒカク,31139
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,特徴,特徴,トクチョウ,名詞-普通名詞-一般,トクチョウ,26314
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,よく,良く,ヨク,副詞,ヨク,39182
,I,表し,表わす,アラワス,動詞-一般,アラワス,1169
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,と,と,ト,助詞-格助詞,ト,25826
,I,評価,評価,ヒョウカ,名詞-普通名詞-サ変可能,ヒョウカ,31722
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れ,れる,レル,助動詞,レル,40741
,I,た,た,タ,助動詞,タ,21642
,I,こと,事,コト,名詞-普通名詞-一般,コト,12836
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,わかる,分かる,ワカル,動詞-一般,ワカル,41180
,I,だろう,だ,ダ,助動詞,ダ,22916
,I,．,．,,補助記号-句点,,51
,B,それ,其れ,ソレ,代名詞,ソレ,21461
,I,で,で,デ,助詞-格助詞,デ,25518
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,同様,同様,ドウヨウ,形状詞-一般,ドウヨウ,27172
,I,に,だ,ダ,助動詞,ダ,22916
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,B,Ｂ,ビー,記号-文字,ビー,32144
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,も,も,モ,助詞-係助詞,モ,37562
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,みよう,見る,ミル,動詞-非自立可能,ミル,36920
,I,．,．,,補助記号-句点,,51
,B,:n:t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,バ,ばっ,バッ,副詞,バ,30702
,B,ナ,菜,ナ,名詞-普通名詞-一般,ナ,43559
,B,ナ,菜,ナ,名詞-普通名詞-一般,ナ,43559
,B,,,,,名詞,,　
,B,B,Ｂ,ビー,記号-文字,ビー,32144
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,バ,ばっ,バッ,副詞,バ,30702
,B,ナ,菜,ナ,名詞-普通名詞-一般,ナ,43559
,B,ナ,菜,ナ,名詞-普通名詞-一般,ナ,43559
,B,,,,,名詞,,　
,B,B,Ｂ,ビー,記号-文字,ビー,32144
,B,),）,,補助記号-括弧閉,,49
,B,・,・,,補助記号-一般,,44
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,バ,ばっ,バッ,副詞,バ,30702
,B,ナ,菜,ナ,名詞-普通名詞-一般,ナ,43559
,B,ナ,菜,ナ,名詞-普通名詞-一般,ナ,43559
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,B,・,・,,補助記号-一般,,44
,B,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,B,=,＝,,補助記号-一般,,55
,B,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,ミ,身,ミ,名詞-普通名詞-一般,ミ,36235
,B,カ,蚊,カ,名詞-普通名詞-一般,カ,5591
,B,ン,ん,ン,感動詞-一般,ン,336114
,B,,,,,名詞,,　
,B,B,Ｂ,ビー,記号-文字,ビー,32144
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,ミ,身,ミ,名詞-普通名詞-一般,ミ,36235
,B,カ,蚊,カ,名詞-普通名詞-一般,カ,5591
,B,ン,ん,ン,感動詞-一般,ン,336114
,B,,,,,名詞,,　
,B,B,Ｂ,ビー,記号-文字,ビー,32144
,B,),）,,補助記号-括弧閉,,49
,B,・,・,,補助記号-一般,,44
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,ミ,身,ミ,名詞-普通名詞-一般,ミ,36235
,B,カ,蚊,カ,名詞-普通名詞-一般,カ,5591
,B,ン,ん,ン,感動詞-一般,ン,336114
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,B,・,・,,補助記号-一般,,44
,B,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,B,=,＝,,補助記号-一般,,55
,B,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,イ,ぃ,,補助記号-一般,,260060
,B,チ,,,名詞,,　
,B,ゴ,御,ゴ,名詞-普通名詞-一般,ゴ,136322
,B,,,,,名詞,,　
,B,B,Ｂ,ビー,記号-文字,ビー,32144
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,イ,ぃ,,補助記号-一般,,260060
,B,チ,,,名詞,,　
,B,ゴ,御,ゴ,名詞-普通名詞-一般,ゴ,136322
,B,,,,,名詞,,　
,B,B,Ｂ,ビー,記号-文字,ビー,32144
,B,),）,,補助記号-括弧閉,,49
,B,・,・,,補助記号-一般,,44
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,イ,ぃ,,補助記号-一般,,260060
,B,チ,,,名詞,,　
,B,ゴ,御,ゴ,名詞-普通名詞-一般,ゴ,136322
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,4,四,ヨン,名詞-数詞,ヨン,39551
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,B,・,・,,補助記号-一般,,44
,B,1,一,イチ,名詞-数詞,イチ,2050
,I,.,．,,補助記号-句点,,51
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,B,=,＝,,補助記号-一般,,55
,B,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,4,四,ヨン,名詞-数詞,ヨン,39551
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,ブ,不,フ,接頭辞,フ,32288
,B,ド,,,名詞,,　
,B,ウ,ウ,ウ,名詞-普通名詞-一般,ウ,164597
,B,,,,,名詞,,　
,B,B,Ｂ,ビー,記号-文字,ビー,32144
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,t,Ｔ,ティー,記号-文字,ティー,24900
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,ブ,不,フ,接頭辞,フ,32288
,B,ド,,,名詞,,　
,B,ウ,ウ,ウ,名詞-普通名詞-一般,ウ,164597
,B,,,,,名詞,,　
,B,B,Ｂ,ビー,記号-文字,ビー,32144
,B,),）,,補助記号-括弧閉,,49
,B,・,・,,補助記号-一般,,44
,B,i,Ｉ,アイ,記号-文字,アイ,81
,B,d,Ｄ,ディー,記号-文字,ディー,25577
,B,f,,,名詞,,　
,B,(,（,,補助記号-括弧開,,46
,B,ブ,不,フ,接頭辞,フ,32288
,B,ド,,,名詞,,　
,B,ウ,ウ,ウ,名詞-普通名詞-一般,ウ,164597
,B,),）,,補助記号-括弧閉,,49
,B,=,＝,,補助記号-一般,,55
,B,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,B,・,・,,補助記号-一般,,44
,B,1,一,イチ,名詞-数詞,イチ,2050
,I,.,．,,補助記号-句点,,51
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,B,=,＝,,補助記号-一般,,55
,B,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,B,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,A,Ａ,エー,記号-文字,エー,4296
,I,と,と,ト,助詞-格助詞,ト,25826
,I,同様,同様,ドウヨウ,形状詞-一般,ドウヨウ,27172
,I,に,だ,ダ,助動詞,ダ,22916
,I,，,，,,補助記号-読点,,50
,I,２,二,ニ,名詞-数詞,ニ,28181
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,共,共,トモ,名詞-普通名詞-一般,トモ,26643
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,「,「,,補助記号-括弧開,,33
,I,ミカン,蜜柑,ミカン,名詞-普通名詞-一般,ミカン,36301
,I,」,」,,補助記号-括弧閉,,34
,I,と,と,ト,助詞-格助詞,ト,25826
,I,「,「,,補助記号-括弧開,,33
,I,バナナ,バナナ-banana,バナナ,名詞-普通名詞-一般,バナナ,30729
,I,」,」,,補助記号-括弧閉,,34
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,つい,つく,ツク,動詞-一般,ツク,24536
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,なっ,成る,ナル,動詞-非自立可能,ナル,28061
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,ため,為,タメ,名詞-普通名詞-副詞可能,タメ,22686
,I,，,，,,補助記号-読点,,50
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,特徴,特徴,トクチョウ,名詞-普通名詞-一般,トクチョウ,26314
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,表し,表わす,アラワス,動詞-一般,アラワス,1169
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,と,と,ト,助詞-格助詞,ト,25826
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,いえ,言う,イウ,動詞-一般,イエル,1571
,I,ない,ない,ナイ,助動詞,ナイ,27438
,I,と,と,ト,助詞-接続助詞,ト,25825
,I,評価,評価,ヒョウカ,名詞-普通名詞-サ変可能,ヒョウカ,31722
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れ,れる,レル,助動詞,レル,40741
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,．,．,,補助記号-句点,,51
,B,一方,一方,イッポウ,接続詞,イッポウ,2267
,I,，,，,,補助記号-読点,,50
,I,「,「,,補助記号-括弧開,,33
,I,イチゴ,苺,イチゴ,名詞-普通名詞-一般,イチゴ,2078
,I,」,」,,補助記号-括弧閉,,34
,I,と,と,ト,助詞-格助詞,ト,25826
,I,「,「,,補助記号-括弧開,,33
,I,ブドウ,葡萄,ブドウ,名詞-普通名詞-一般,ブドウ,33422
,I,」,」,,補助記号-括弧閉,,34
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,どちら,何方,ドチラ,代名詞,ドチラ,27280
,I,も,も,モ,助詞-係助詞,モ,37562
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,B,Ｂ,ビー,記号-文字,ビー,32144
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,しか,しか,シカ,助詞-副助詞,シカ,15047
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,ない,ない,ナイ,助動詞,ナイ,27438
,I,ため,為,タメ,名詞-普通名詞-副詞可能,タメ,22686
,I,，,，,,補助記号-読点,,50
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,より,より,ヨリ,助詞-格助詞,ヨリ,39501
,I,大きく,大きい,オオキイ,形容詞-一般,オオキイ,4563
,I,なっ,成る,ナル,動詞-非自立可能,ナル,28061
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,．,．,,補助記号-句点,,51
,I,ここ,此処,ココ,代名詞,ココ,12607
,I,で,で,デ,助詞-格助詞,デ,25518
,I,注目,注目,チュウモク,名詞-普通名詞-サ変可能,チュウモク,23895
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,ほしい,欲しい,ホシイ,形容詞-非自立可能,ホシイ,34665
,I,の,の,ノ,助詞-準体助詞,ノ,28990
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,，,，,,補助記号-読点,,50
,I,「,「,,補助記号-括弧開,,33
,I,イチゴ,苺,イチゴ,名詞-普通名詞-一般,イチゴ,2078
,I,」,」,,補助記号-括弧閉,,34
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,(,（,,補助記号-括弧開,,46
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,4,四,ヨン,名詞-数詞,ヨン,39551
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,),）,,補助記号-括弧閉,,49
,I,と,と,ト,助詞-格助詞,ト,25826
,I,比べ,比べる,クラベル,動詞-一般,クラベル,10455
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,，,，,,補助記号-読点,,50
,I,「,「,,補助記号-括弧開,,33
,I,ブドウ,葡萄,ブドウ,名詞-普通名詞-一般,ブドウ,33422
,I,」,」,,補助記号-括弧閉,,34
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,(,（,,補助記号-括弧開,,46
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,.,．,,補助記号-句点,,51
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,),）,,補助記号-括弧閉,,49
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,低く,低い,ヒクイ,形容詞-一般,ヒクイ,31272
,I,なっ,成る,ナル,動詞-非自立可能,ナル,28061
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,点,点,テン,名詞-普通名詞-助数詞可能,テン,25337
,I,で,だ,ダ,助動詞,ダ,22916
,I,ある,有る,アル,動詞-非自立可能,アル,1216
,I,．,．,,補助記号-句点,,51
,I,これ,此れ,コレ,代名詞,コレ,13095
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,一方,一方,イッポウ,名詞-普通名詞-副詞可能,イッポウ,2268
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,しか,しか,シカ,助詞-副助詞,シカ,15047
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,ない,ない,ナイ,助動詞,ナイ,27438
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,複数,複数,フクスウ,名詞-普通名詞-一般,フクスウ,32647
,I,ある,有る,アル,動詞-非自立可能,アル,1216
,I,場合,場合,バアイ,名詞-普通名詞-副詞可能,バアイ,30510
,I,，,，,,補助記号-読点,,50
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,頻度,頻度,ヒンド,名詞-普通名詞-一般,ヒンド,31957
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,高い,高い,タカイ,形容詞-一般,タカイ,21995
,I,方,方,ホウ,名詞-普通名詞-一般,ホウ,34378
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,特徴,特徴,トクチョウ,名詞-普通名詞-一般,トクチョウ,26314
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,よく,良く,ヨク,副詞,ヨク,39182
,I,表し,表わす,アラワス,動詞-一般,アラワス,1169
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,と,と,ト,助詞-格助詞,ト,25826
,I,評価,評価,ヒョウカ,名詞-普通名詞-サ変可能,ヒョウカ,31722
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れ,れる,レル,助動詞,レル,40741
,I,た,た,タ,助動詞,タ,21642
,I,こと,事,コト,名詞-普通名詞-一般,コト,12836
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,表し,表わす,アラワス,動詞-一般,アラワス,1169
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,．,．,,補助記号-句点,,51
,B,この,此の,コノ,連体詞,コノ,12905
,I,よう,様,ヨウ,形状詞-助動詞語幹,ヨウ,39002
,I,に,だ,ダ,助動詞,ダ,22916
,I,，,，,,補助記号-読点,,50
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,こと,事,コト,名詞-普通名詞-一般,コト,12836
,I,で,で,デ,助詞-格助詞,デ,25518
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,出現,出現,シュツゲン,名詞-普通名詞-サ変可能,シュツゲン,16396
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,うち,内,ウチ,名詞-普通名詞-副詞可能,ウチ,3206
,I,，,，,,補助記号-読点,,50
,I,どの,何の,ドノ,連体詞,ドノ,27317
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,特徴,特徴,トクチョウ,名詞-普通名詞-一般,トクチョウ,26314
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,よく,良く,ヨク,副詞,ヨク,39182
,I,表し,表わす,アラワス,動詞-一般,アラワス,1169
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,いる,居る,イル,動詞-非自立可能,イル,2585
,I,か,か,カ,助詞-副助詞,カ,5568
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,評価,評価,ヒョウカ,名詞-普通名詞-サ変可能,ヒョウカ,31722
,I,できる,出来る,デキル,動詞-非自立可能,デキル,25624
,I,．,．,,補助記号-句点,,51
,B,:n:T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,欠点,欠点,ケッテン,名詞-普通名詞-一般,ケッテン,11163
,B,:n:T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,-,,,名詞,,　
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,D,Ｄ,ディー,記号-文字,ディー,25577
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,計算,計算,ケイサン,名詞-普通名詞-サ変可能,ケイサン,10944
,I,式,式,シキ,名詞-普通名詞-一般,シキ,15098
,I,で,で,デ,助詞-格助詞,デ,25518
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,，,，,,補助記号-読点,,50
,I,文書,文書,ブンショ,名詞-普通名詞-一般,ブンショ,33593
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,含ま,含む,フクム,動詞-一般,フクム,32685
,I,れる,れる,レル,助動詞,レル,40741
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,数,数,スウ,名詞-普通名詞-一般,スウ,18996
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,多い,多い,オオイ,形容詞-一般,オオイ,4515
,I,ほど,ほど,ホド,助詞-副助詞,ホド,34770
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,小さく,小さい,チイサイ,形容詞-一般,チイサイ,23399
,I,，,，,,補助記号-読点,,50
,I,単語,単語,タンゴ,名詞-普通名詞-一般,タンゴ,22806
,I,数,数,スウ,名詞-普通名詞-一般,スウ,18996
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,少ない,少ない,スクナイ,形容詞-一般,スクナイ,19121
,I,ほど,ほど,ホド,助詞-副助詞,ホド,34770
,I,T,Ｔ,ティー,記号-文字,ティー,24900
,I,F,Ｆ,エフ,記号-文字,エフ,3997
,I,値,値,チ,接尾辞-名詞的-一般,チ,23383
,I,が,が,ガ,助詞-格助詞,ガ,7889
