辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,語形(基本形),語彙素ID
,I,「,「,,補助記号-括弧開,,33
,I,DeepSeek,,,名詞,,　
,I,等,等,トウ,接尾辞-名詞的-一般,トウ,25875
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,生成,生成,セイセイ,名詞-普通名詞-サ変可能,セイセイ,19868
,I,A,Ａ,エー,記号-文字,エー,4296
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,業務,業務,ギョウム,名詞-普通名詞-一般,ギョウム,9920
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,関する,関する,カンスル,動詞-一般,カンスル,7663
,I,注意,注意,チュウイ,名詞-普通名詞-サ変可能,チュウイ,23750
,I,喚起,喚起,カンキ,名詞-普通名詞-サ変可能,カンキ,7519
,I,」,」,,補助記号-括弧閉,,34
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,行わ,行う,オコナウ,動詞-一般,オコナウ,4875
,I,れ,れる,レル,助動詞,レル,40741
,I,まし,ます,マス,助動詞,マス,35697
,I,た,た,タ,助動詞,タ,21642
,I,。,。,,補助記号-句点,,25
,I,懸念,懸念,ケネン,名詞-普通名詞-サ変可能,ケネン,11208
,I,事項,事項,ジコウ,名詞-普通名詞-一般,ジコウ,17819
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,、,、,,補助記号-読点,,24
,I,同社,同社,ドウシャ,名詞-普通名詞-一般,ドウシャ,27069
,I,プライバシー,プライバシー-privacy,プライバシー,名詞-普通名詞-一般,プライバシー,33696
,I,ポリシー,ポリシー-policy,ポリシー,名詞-普通名詞-一般,ポリシー,35337
,I,で,で,デ,助詞-格助詞,デ,25518
,I,公開,公開,コウカイ,名詞-普通名詞-サ変可能,コウカイ,11922
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れ,れる,レル,助動詞,レル,40741
,I,た,た,タ,助動詞,タ,21642
,I,、,、,,補助記号-読点,,24
,I,以下,以下,イカ,名詞-普通名詞-一般,イカ,1611
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,内容,内容,ナイヨウ,名詞-普通名詞-一般,ナイヨウ,27520
,I,です,です,デス,助動詞,デス,25653
,I,。,。,,補助記号-句点,,25
,B,DeepSeek,,,名詞,,　
,I,プライバシー,プライバシー-privacy,プライバシー,名詞-普通名詞-一般,プライバシー,33696
,I,ポリシー,ポリシー-policy,ポリシー,名詞-普通名詞-一般,ポリシー,35337
,B,出典,出典,シュッテン,名詞-普通名詞-一般,シュッテン,55692
,I,：,：,,補助記号-一般,,53
,I, デジタル,デジタル-digital,デジタル,名詞-普通名詞-形状詞可能,デジタル,25647
,I,社会,社会,シャカイ,名詞-普通名詞-一般,シャカイ,15869
,I,推進,推進,スイシン,名詞-普通名詞-サ変可能,スイシン,18917
,I,会議,会議,カイギ,名詞-普通名詞-サ変可能,カイギ,5679
,I,幹事,幹事,カンジ,名詞-普通名詞-一般,カンジ,7639
,I,会,会,カイ,名詞-普通名詞-一般,カイ,5605
,I,事務,事務,ジム,名詞-普通名詞-一般,ジム,18056
,I,局,局,キョク,名詞-普通名詞-助数詞可能,キョク,9359
,I,│,,,名詞,,　
,I,DeepSeek,,,名詞,,　
,I, 等,等,トウ,接尾辞-名詞的-一般,トウ,25875
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,生成,生成,セイセイ,名詞-普通名詞-サ変可能,セイセイ,19868
,I,A,Ａ,エー,記号-文字,エー,4296
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,業務,業務,ギョウム,名詞-普通名詞-一般,ギョウム,9920
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,関する,関する,カンスル,動詞-一般,カンスル,7663
,I,注意,注意,チュウイ,名詞-普通名詞-サ変可能,チュウイ,23750
,I,喚起,喚起,カンキ,名詞-普通名詞-サ変可能,カンキ,7519
,I,（,（,,補助記号-括弧開,,46
,I,事務,事務,ジム,名詞-普通名詞-一般,ジム,18056
,I,連絡,連絡,レンラク,名詞-普通名詞-サ変可能,レンラク,40829
,I,）,）,,補助記号-括弧閉,,49
,I,（,（,,補助記号-括弧開,,46
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,年,年,ネン,名詞-普通名詞-助数詞可能,ネン,28927
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,月,月,ガツ,名詞-普通名詞-助数詞可能,ガツ,8121
,I,6,六,ロク,名詞-数詞,ロク,40932
,I,日,日,ニチ,名詞-普通名詞-助数詞可能,ニチ,28375
,I,）,）,,補助記号-括弧閉,,49
,B,:n:上記,上記,ジョウキ,名詞-普通名詞-一般,ジョウキ,18508
,I,②,二,ニ,名詞-数詞,ニ,28181
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,関し,関する,カンスル,動詞-一般,カンスル,7663
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,、,、,,補助記号-読点,,24
,I,DeepSeek,,,名詞,,　
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,取得,取得,シュトク,名詞-普通名詞-サ変可能,シュトク,16419
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,た,た,タ,助動詞,タ,21642
,I,個人,個人,コジン,名詞-普通名詞-一般,コジン,12710
,I,情報,情報,ジョウホウ,名詞-普通名詞-一般,ジョウホウ,18630
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,含む,含む,フクム,動詞-一般,フクム,32685
,I,データ,データ-data,データ,名詞-普通名詞-一般,データ,25819
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,、,、,,補助記号-読点,,24
,I,例えば,例えば,タトエバ,副詞,タトエバ,22512
,I,以下,以下,イカ,名詞-普通名詞-一般,イカ,1611
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,よう,様,ヨウ,形状詞-助動詞語幹,ヨウ,39002
,I,な,だ,ダ,助動詞,ダ,22916
,I,法令,法令,ホウレイ,名詞-普通名詞-一般,ホウレイ,66923
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,適用,適用,テキヨウ,名詞-普通名詞-サ変可能,テキヨウ,25115
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れる,れる,レル,助動詞,レル,40741
,I,こと,事,コト,名詞-普通名詞-一般,コト,12836
,I,と,と,ト,助詞-格助詞,ト,25826
,I,なり,成る,ナル,動詞-非自立可能,ナル,28061
,I,ます,ます,マス,助動詞,マス,35697
,I,。,。,,補助記号-句点,,25
,B,:n:・,・,,補助記号-一般,,44
,I, 中華,中華,チュウカ,名詞-固有名詞-地名-国,チュウカ,23759
,I,人民,人民,ジンミン,名詞-普通名詞-一般,ジンミン,18826
,I,共和,共和,キョウワ,名詞-普通名詞-一般,キョウワ,9351
,I,国,国,コク,接尾辞-名詞的-一般,コク,12504
,I,個人,個人,コジン,名詞-普通名詞-一般,コジン,12710
,I,情報,情報,ジョウホウ,名詞-普通名詞-一般,ジョウホウ,18630
,I,保護,保護,ホゴ,名詞-普通名詞-サ変可能,ホゴ,34658
,I,法,法,ホウ,名詞-普通名詞-一般,ホウ,34380
,B,・,・,,補助記号-一般,,44
,I, サイバー,サイバー-cyber,サイバー,形状詞-一般,サイバー,71159
,I,セキュリティ,セキュリティー-security,セキュリティー,名詞-普通名詞-一般,セキュリティ,20122
,I,法,法,ホウ,名詞-普通名詞-一般,ホウ,34380
,B,・,・,,補助記号-一般,,44
,I, データ,データ-data,データ,名詞-普通名詞-一般,データ,25819
,I,セキュリティ,セキュリティー-security,セキュリティー,名詞-普通名詞-一般,セキュリティ,20122
,I,法,法,ホウ,名詞-普通名詞-一般,ホウ,34380
,B,・,・,,補助記号-一般,,44
,I, 中華,中華,チュウカ,名詞-固有名詞-地名-国,チュウカ,23759
,I,人民,人民,ジンミン,名詞-普通名詞-一般,ジンミン,18826
,I,共和,共和,キョウワ,名詞-普通名詞-一般,キョウワ,9351
,I,国,国,コク,接尾辞-名詞的-一般,コク,12504
,I,国家,国家,コッカ,名詞-普通名詞-一般,コッカ,12780
,I,情報,情報,ジョウホウ,名詞-普通名詞-一般,ジョウホウ,18630
,I,法,法,ホウ,名詞-普通名詞-一般,ホウ,34380
,I,　,　,,空白,,23
,I,等,等,トウ,接尾辞-名詞的-一般,トウ,25875
,B,出典,出典,シュッテン,名詞-普通名詞-一般,シュッテン,55692
,I,：,：,,補助記号-一般,,53
,I,個人,個人,コジン,名詞-普通名詞-一般,コジン,12710
,I,情報,情報,ジョウホウ,名詞-普通名詞-一般,ジョウホウ,18630
,I,保護,保護,ホゴ,名詞-普通名詞-サ変可能,ホゴ,34658
,I,委員,委員,イイン,名詞-普通名詞-一般,イイン,1569
,I,会,会,カイ,名詞-普通名詞-一般,カイ,5605
,I,│,,,名詞,,　
,I,DeepSeek,,,名詞,,　
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,関する,関する,カンスル,動詞-一般,カンスル,7663
,I,情報,情報,ジョウホウ,名詞-普通名詞-一般,ジョウホウ,18630
,I,提供,提供,テイキョウ,名詞-普通名詞-サ変可能,テイキョウ,24954
,I,（,（,,補助記号-括弧開,,46
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,年,年,ネン,名詞-普通名詞-助数詞可能,ネン,28927
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,月,月,ガツ,名詞-普通名詞-助数詞可能,ガツ,8121
,I,3,三,サン,名詞-数詞,サン,14499
,I,日,日,ニチ,名詞-普通名詞-助数詞可能,ニチ,28375
,I,）,）,,補助記号-括弧閉,,49
,B,:n:この,此の,コノ,連体詞,コノ,12905
,I,記述,記述,キジュツ,名詞-普通名詞-サ変可能,キジュツ,8525
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,、,、,,補助記号-読点,,24
,I,同社,同社,ドウシャ,名詞-普通名詞-一般,ドウシャ,27069
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,収集,収集,シュウシュウ,名詞-普通名詞-サ変可能,シュウシュウ,16121
,I,し,為る,スル,動詞-非自立可能,スル,19537
,I,た,た,タ,助動詞,タ,21642
,I,個人,個人,コジン,名詞-普通名詞-一般,コジン,12710
,I,情報,情報,ジョウホウ,名詞-普通名詞-一般,ジョウホウ,18630
,I,、,、,,補助記号-読点,,24
,I,機密,機密,キミツ,名詞-普通名詞-一般,キミツ,8831
,I,情報,情報,ジョウホウ,名詞-普通名詞-一般,ジョウホウ,18630
,I,へ,へ,ヘ,助詞-格助詞,ヘ,33819
,I,、,、,,補助記号-読点,,24
,I,法令,法令,ホウレイ,名詞-普通名詞-一般,ホウレイ,66923
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,理由,理由,リユウ,名詞-普通名詞-一般,リユウ,40189
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,中国,中国,チュウゴク,名詞-固有名詞-地名-国,チュウゴク,23798
,I,政府,政府,セイフ,名詞-普通名詞-一般,セイフ,19974
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,アクセス,アクセス-access,アクセス,名詞-普通名詞-サ変可能,アクセス,458
,I,できる,出来る,デキル,動詞-非自立可能,デキル,25624
,I,可能,可能,カノウ,形状詞-一般,カノウ,6969
,I,性,性,セイ,接尾辞-名詞的-一般,セイ,19682
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,示し,示す,シメス,動詞-一般,シメス,15789
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,い,居る,イル,動詞-非自立可能,イル,2585
,I,ます,ます,マス,助動詞,マス,35697
,I,。,。,,補助記号-句点,,25
,B,:n:問題,問題,モンダイ,名詞-普通名詞-一般,モンダイ,38048
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,受け,受ける,ウケル,動詞-一般,ウケル,3089
,I,、,、,,補助記号-読点,,24
,I,米国,米国,ベイコク,名詞-固有名詞-地名-国,ベイコク,34111
,I,政府,政府,セイフ,名詞-普通名詞-一般,セイフ,19974
,I,や,や,ヤ,助詞-副助詞,ヤ,38083
,I,欧州,オウシュウ-外国,オウシュウ,名詞-固有名詞-地名-一般,オウシュウ,4437
,I,諸国,諸国,ショコク,名詞-普通名詞-一般,ショコク,16976
,I,で,で,デ,助詞-格助詞,デ,25518
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,DeepSeek,,,名詞,,　
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,制限,制限,セイゲン,名詞-普通名詞-サ変可能,セイゲン,19772
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,動き,動き,ウゴキ,名詞-普通名詞-一般,ウゴキ,3095
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,広がっ,広がる,ヒロガル,動詞-一般,ヒロガル,31886
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,い,居る,イル,動詞-非自立可能,イル,2585
,I,ます,ます,マス,助動詞,マス,35697
,I,。,。,,補助記号-句点,,25
,B,:n:・,・,,補助記号-一般,,44
,I, アメリカ,アメリカ-America,アメリカ,名詞-固有名詞-地名-国,アメリカ,1061
,I,：,：,,補助記号-一般,,53
,I,N,Ｎ,エヌ,記号-文字,エヌ,3936
,I,A,Ａ,エー,記号-文字,エー,4296
,I,S,Ｓ,エス,記号-文字,エス,3819
,I,A,Ａ,エー,記号-文字,エー,4296
,I,、,、,,補助記号-読点,,24
,I,国防,国防,コクボウ,名詞-普通名詞-一般,コクボウ,12578
,I,総省,総省,ソウショウ,名詞-普通名詞-一般,ソウショウ,21055
,I,、,、,,補助記号-読点,,24
,I,米,米,ベイ,名詞-普通名詞-一般,ベイ,34102
,I,海軍,海軍,カイグン,名詞-普通名詞-一般,カイグン,5689
,I,など,など,ナド,助詞-副助詞,ナド,27905
,I,政府,政府,セイフ,名詞-普通名詞-一般,セイフ,19974
,I,機関,機関,キカン,名詞-普通名詞-一般,キカン,8330
,I,で,で,デ,助詞-格助詞,デ,25518
,I,、,、,,補助記号-読点,,24
,I,DeepSeek,,,名詞,,　
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,禁止,禁止,キンシ,名詞-普通名詞-サ変可能,キンシ,9646
,B,・,・,,補助記号-一般,,44
,I, イタリア,イタリア-Italia,イタリア,名詞-固有名詞-地名-国,イタリア,2036
,I,：,：,,補助記号-一般,,53
,I,国家,国家,コッカ,名詞-普通名詞-一般,コッカ,12780
,I,単位,単位,タンイ,名詞-普通名詞-一般,タンイ,22773
,I,で,で,デ,助詞-格助詞,デ,25518
,I,DeepSeek,,,名詞,,　
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,禁止,禁止,キンシ,名詞-普通名詞-サ変可能,キンシ,9646
,B,・,・,,補助記号-一般,,44
,I, 韓国,韓国,カンコク,名詞-固有名詞-地名-国,カンコク,7581
,I,：,：,,補助記号-一般,,53
,I,国内,国内,コクナイ,名詞-普通名詞-一般,コクナイ,12558
,I,アプリ,アプリ-application,アプリ,名詞-普通名詞-一般,アプリ,120757
,I,ストア,ストア-store,ストア,名詞-普通名詞-一般,ストア,19287
,I,にて,にて,ニテ,助詞-格助詞,ニテ,28463
,I,、,、,,補助記号-読点,,24
,I,DeepSeek,,,名詞,,　
,I,アプリ,アプリ-application,アプリ,名詞-普通名詞-一般,アプリ,120757
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,提供,提供,テイキョウ,名詞-普通名詞-サ変可能,テイキョウ,24954
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,一時,一時,イチジ,名詞-普通名詞-副詞可能,イチジ,2081
,I,停止,停止,テイシ,名詞-普通名詞-サ変可能,テイシ,24977
,B,・,・,,補助記号-一般,,44
,I, 日本,日本,ニッポン,名詞-固有名詞-地名-国,ニッポン,28455
,I,（,（,,補助記号-括弧開,,46
,I,デジタル,デジタル-digital,デジタル,名詞-普通名詞-形状詞可能,デジタル,25647
,I,庁,庁,チョウ,接尾辞-名詞的-一般,チョウ,23939
,I,）,）,,補助記号-括弧閉,,49
,I,：,：,,補助記号-一般,,53
,I,各,各,カク,接頭辞,カク,6121
,I,省庁,省庁,ショウチョウ,名詞-普通名詞-一般,ショウチョウ,16767
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,注意,注意,チュウイ,名詞-普通名詞-サ変可能,チュウイ,23750
,I,喚起,喚起,カンキ,名詞-普通名詞-サ変可能,カンキ,7519
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,発信,発信,ハッシン,名詞-普通名詞-サ変可能,ハッシン,29864
,B,2,二,ニ,名詞-数詞,ニ,28181
,I,.,．,,補助記号-句点,,51
,I, ユーザー,ユーザー-user,ユーザー,名詞-普通名詞-一般,ユーザー,38965
,I,データ,データ-data,データ,名詞-普通名詞-一般,データ,25819
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,収集,収集,シュウシュウ,名詞-普通名詞-サ変可能,シュウシュウ,16121
,I,と,と,ト,助詞-格助詞,ト,25826
,I,プライバシー,プライバシー-privacy,プライバシー,名詞-普通名詞-一般,プライバシー,33696
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,懸念,懸念,ケネン,名詞-普通名詞-サ変可能,ケネン,11208
,B,DeepSeek,,,名詞,,　
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,規約,規約,キヤク,名詞-普通名詞-一般,キヤク,8924
,I,で,で,デ,助詞-格助詞,デ,25518
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,、,、,,補助記号-読点,,24
,I,ユーザー,ユーザー-user,ユーザー,名詞-普通名詞-一般,ユーザー,38965
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,入力,入力,ニュウリョク,名詞-普通名詞-サ変可能,ニュウリョク,28579
,I,情報,情報,ジョウホウ,名詞-普通名詞-一般,ジョウホウ,18630
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,「,「,,補助記号-括弧開,,33
,I,サービス,サービス-service,サービス,名詞-普通名詞-サ変可能,サービス,14744
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,維持,維持,イジ,名詞-普通名詞-サ変可能,イジ,1888
,I,・,・,,補助記号-一般,,44
,I,運用,運用,ウンヨウ,名詞-普通名詞-サ変可能,ウンヨウ,3602
,I,・,・,,補助記号-一般,,44
,I,開発,開発,カイハツ,名詞-普通名詞-サ変可能,カイハツ,5876
,I,・,・,,補助記号-一般,,44
,I,改善,改善,カイゼン,名詞-普通名詞-サ変可能,カイゼン,5795
,I,」,」,,補助記号-括弧閉,,34
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れる,れる,レル,助動詞,レル,40741
,I,旨,旨,ムネ,名詞-普通名詞-一般,ムネ,37164
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,記載,記載,キサイ,名詞-普通名詞-サ変可能,キサイ,8453
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れ,れる,レル,助動詞,レル,40741
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,い,居る,イル,動詞-非自立可能,イル,2585
,I,ます,ます,マス,助動詞,マス,35697
,I,。,。,,補助記号-句点,,25
,B,DeepSeek,,,名詞,,　
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,規約,規約,キヤク,名詞-普通名詞-一般,キヤク,8924
,B,出典,出典,シュッテン,名詞-普通名詞-一般,シュッテン,55692
,I,：,：,,補助記号-一般,,53
,I,DeepSeek,,,名詞,,　
,I,│,,,名詞,,　
,I,DeepSeek,,,名詞,,　
,I,Terms,,,名詞,,　
,I,of,,,名詞,,　
,I, U,Ｕ,ユー,記号-文字,ユー,38951
,I,s,Ｓ,エス,記号-文字,エス,3819
,I,e,Ｅ,イー,記号-文字,イー,2868
,I,（,（,,補助記号-括弧開,,46
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,5,五,ゴ,名詞-数詞,ゴ,13327
,I,年,年,ネン,名詞-普通名詞-助数詞可能,ネン,28927
,I,1,一,イチ,名詞-数詞,イチ,2050
,I,月,月,ガツ,名詞-普通名詞-助数詞可能,ガツ,8121
,I,2,二,ニ,名詞-数詞,ニ,28181
,I,0,ゼロ-zero,ゼロ,名詞-数詞,ゼロ,20754
,I,日,日,カ,接尾辞-名詞的-助数詞,カ,5582
,I,）,）,,補助記号-括弧閉,,49
,B,:n:問題,問題,モンダイ,名詞-普通名詞-一般,モンダイ,38048
,I,点,点,テン,名詞-普通名詞-助数詞可能,テン,25337
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,、,、,,補助記号-読点,,24
,I,入力,入力,ニュウリョク,名詞-普通名詞-サ変可能,ニュウリョク,28579
,I,データ,データ-data,データ,名詞-普通名詞-一般,データ,25819
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,A,Ａ,エー,記号-文字,エー,4296
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,学習,学習,ガクシュウ,名詞-普通名詞-サ変可能,ガクシュウ,8017
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,自動,自動,ジドウ,名詞-普通名詞-一般,ジドウ,18003
,I,で,で,デ,助詞-格助詞,デ,25518
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れる,れる,レル,助動詞,レル,40741
,I,こと,事,コト,名詞-普通名詞-一般,コト,12836
,I,です,です,デス,助動詞,デス,25653
,I,。,。,,補助記号-句点,,25
,I,ChatGPT,,,名詞,,　
,I,など,など,ナド,助詞-副助詞,ナド,27905
,I,その,其の,ソノ,連体詞,ソノ,21394
,I,他,他,タ,名詞-普通名詞-副詞可能,タ,21645
,I,A,Ａ,エー,記号-文字,エー,4296
,I,I,Ｉ,アイ,記号-文字,アイ,81
,I,サービス,サービス-service,サービス,名詞-普通名詞-サ変可能,サービス,14744
,I,で,で,デ,助詞-格助詞,デ,25518
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,、,、,,補助記号-読点,,24
,I,ユーザー,ユーザー-user,ユーザー,名詞-普通名詞-一般,ユーザー,38965
,I,側,側,ガワ,名詞-普通名詞-一般,ガワ,8181
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,データ,データ-data,データ,名詞-普通名詞-一般,データ,25819
,I,の,の,ノ,助詞-格助詞,ノ,28989
,I,学習,学習,ガクシュウ,名詞-普通名詞-サ変可能,ガクシュウ,8017
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,オプト,オプト-opt,オプト,名詞-普通名詞-一般,オプト,115062
,I,アウト,アウト-out,アウト,名詞-普通名詞-一般,アウト,248
,I,（,（,,補助記号-括弧開,,46
,I,拒否,拒否,キョヒ,名詞-普通名詞-サ変可能,キョヒ,9433
,I,）,）,,補助記号-括弧閉,,49
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,機能,機能,キノウ,名詞-普通名詞-サ変可能,キノウ,8759
,I,・,・,,補助記号-一般,,44
,I,権限,権限,ケンゲン,名詞-普通名詞-一般,ケンゲン,11310
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,あり,有る,アル,動詞-非自立可能,アル,1216
,I,ます,ます,マス,助動詞,マス,35697
,I,が,が,ガ,助詞-接続助詞,ガ,7888
,I,、,、,,補助記号-読点,,24
,I,DeepSeek,,,名詞,,　
,I,で,で,デ,助詞-格助詞,デ,25518
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,現,現,ゲン,接頭辞,ゲン,11618
,I,時点,時点,ジテン,名詞-普通名詞-一般,ジテン,17995
,I,で,で,デ,助詞-格助詞,デ,25518
,I,、,、,,補助記号-読点,,24
,I,学習,学習,ガクシュウ,名詞-普通名詞-サ変可能,ガクシュウ,8017
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,拒否,拒否,キョヒ,名詞-普通名詞-サ変可能,キョヒ,9433
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,機能,機能,キノウ,名詞-普通名詞-サ変可能,キノウ,8759
,I,は,は,ハ,助詞-係助詞,ハ,29321
,I,実装,実装,ジッソウ,名詞-普通名詞-サ変可能,ジッソウ,17953
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れ,れる,レル,助動詞,レル,40741
,I,て,て,テ,助詞-接続助詞,テ,24874
,I,い,居る,イル,動詞-非自立可能,イル,2585
,I,ませ,ます,マス,助動詞,マス,35697
,I,ん,ず,ズ,助動詞,ヌ,19587
,I,。,。,,補助記号-句点,,25
,B,:n:企業,企業,キギョウ,名詞-普通名詞-一般,キギョウ,8392
,I,・,・,,補助記号-一般,,44
,I,個人,個人,コジン,名詞-普通名詞-一般,コジン,12710
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,機密,機密,キミツ,名詞-普通名詞-一般,キミツ,8831
,I,情報,情報,ジョウホウ,名詞-普通名詞-一般,ジョウホウ,18630
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,入力,入力,ニュウリョク,名詞-普通名詞-サ変可能,ニュウリョク,28579
,I,する,為る,スル,動詞-非自立可能,スル,19537
,I,と,と,ト,助詞-接続助詞,ト,25825
,I,データ,データ-data,データ,名詞-普通名詞-一般,データ,25819
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,学習,学習,ガクシュウ,名詞-普通名詞-サ変可能,ガクシュウ,8017
,I,に,に,ニ,助詞-格助詞,ニ,28178
,I,利用,利用,リヨウ,名詞-普通名詞-サ変可能,リヨウ,40341
,I,さ,為る,スル,動詞-非自立可能,スル,19537
,I,れ,れる,レル,助動詞,レル,40741
,I,、,、,,補助記号-読点,,24
,I,情報,情報,ジョウホウ,名詞-普通名詞-一般,ジョウホウ,18630
,I,漏洩,漏洩,ロウエイ,名詞-普通名詞-サ変可能,ロウエイ,40864
,I,を,を,ヲ,助詞-格助詞,ヲ,41407
,I,招く,招く,マネク,動詞-一般,マネク,35958
,I,可能,可能,カノウ,形状詞-一般,カノウ,6969
,I,性,性,セイ,接尾辞-名詞的-一般,セイ,19682
,I,が,が,ガ,助詞-格助詞,ガ,7889
,I,あり,有る,アル,動詞-非自立可能,アル,1216
,I,ます,ます,マス,助動詞,マス,35697
,I,。,。,,補助記号-句点,,25
,B,:n:3,三,サン,名詞-数詞,サン,14499
,I,．,．,,補助記号-句点,,51
,I,セキュリティ,セキュリティー-security,セキュリティー,名詞-普通名詞-一般,セキュリティ,20122
